"R Mortensen Construction","(805) 315-6346","rmortensenconstruction@msn.com","","1005 Gardenia St","Lompoc, CA 93436"
"Bill Peck Home Improvements","(925) 687-9786","","http://www.billpeckhomeimprovements.com","1555 Talisman Way","Concord, CA 94521"
"Hodge Construction","(916) 988-7010","","","9375 Cherry Ave","Orangevale, CA 95662"
"Fenceworks","(559) 454-1712","","http://www.fenceworks.us","1250 N Backer Ave","Fresno, CA 93703"
"McCall & Sons General Contractors","(714) 490-0667","","http://r3contractors.com","2550 E Strong Pl","Anaheim, CA 92806"
"Balesteri Construction","(831) 920-1763","","http://www.balesteri.com","224 Reindollar Ave Ste 141","Marina, CA 93933"
"Symonds Building Repairs","(209) 588-1656","symondsbuilding@gosnc.com","http://www.solidecks.net","14360 Tuolumne Rd","Sonora, CA 95370"
"Garretson Construction Inc","(650) 364-9436","web@www.garretsonconstruction.com","http://garretsonconstruction.com","731 Upton St","Redwood City, CA 94061"
"Exact Framing Inc","(760) 745-9492","exactframe@earthlink.net","http://www.exactframing.com","331 Engel St","Escondido, CA 92029"
"Alward Construction Co Inc","(510) 527-6498","","http://www.alwardconstruction.com","780 San Luis Rd","Berkeley, CA 94707"
"Zcon Builders","(408) 752-0142","","http://zconbuilders.com","615 Tasman Dr","Sunnyvale, CA 94089"
"BMC - Building Materials & Construction Solutions","(760) 347-3332","WebSupport@BuildWithBMC.com","http://www.buildwithbmc.com/bmc/store/8793?lat=35.8861371&long=-78.6455475&q=27615","45491 Golf Center Pkwy","Indio, CA 92201"
"Hollywood Home Improvements","(323) 318-0900","bjddebbie@gmail.com","http://www.hollywoodhomeimprovements.com","1233 Viola Ave","Glendale, CA 91202"
"C L A Construction","(925) 216-7653","claconstruction@comcast.net","","PO Box 566","Pleasanton, CA 94566"
"Graham-Prewett Inc","(559) 291-3741","csayer@grahamprewett.com","http://www.grahamprewett.com","2773 N Business Park Ave Ste 102","Fresno, CA 93727"
"Terry Davis Construction","(209) 968-5964","","","2417 Langford Ave","Modesto, CA 95350"
"Applied Restoration Inc","(619) 433-4701","lmayfield@appliedrestoration.com","http://www.appliedrestoration.com","3562 Grove St","Lemon Grove, CA 91945"
"W Cooper Reid Construction","(530) 265-6152","","http://www.wcooperreid.com","10735 Morning Star Ln","Nevada City, CA 95959"
"Skrede Construction Inc","(951) 678-4750","skredesteelbuildings@gmail.com","http://skredesteelbuildings.com","",""
"Marchio Construction, Inc.","(925) 727-7083","marchioconstruction@comcast.net","http://www.marchioconstruction.com","804 Fieldstone Ct","Brentwood, CA 94513"
"Kaljian Construction","(925) 383-2947","kaljianconst@astound.net","http://kaljianhandymanservicelafayette.info","1343 Montana Dr","Concord, CA 94521"
"Smithaven Homes Inc.","(909) 584-8240","smithavenhomes@charter.net","","1200 E Big Bear Blvd","Big Bear City, CA 92314"
"business_name","telephone","email","website","Address","State-Zip"
"Chad Twardus Construction","(530) 878-1790","","","877 Conifer Ln","Auburn, CA 95602"
"R D Olson Construction","(949) 474-2001","tcromwell@rdolson.com","http://www.rdolson.com","2955 Main St Ste 300","Irvine, CA 92614"
"Sunset Construction","(707) 584-9520","","http://www.sunsetconstruction.net","979 Golf Course Dr","Rohnert Park, CA 94928"
"California Construction Management","(909) 386-0102","jmcgrew@califcm.com","http://califcm.com","720 Carnegie Dr Ste 200","San Bernardino, CA 92408"
"MJP Construction","(707) 793-0699","Info@MJPconstr.com","http://www.mjpconstr.com","1520 Mathias Pl","Rohnert Park, CA 94928"
"Trident Builders","(714) 299-4359","","http://tridentbuilt.com","6211 Newbury Dr","Huntington Beach, CA 92647"
"F W Koch Construction","(760) 746-4815","","http://www.fwkochconst.com","",""
"Nilson Winter Construction Co","(760) 803-9018","","http://nilsonwinter.com","418 Mainsail Rd","Oceanside, CA 92054"
"Jeter Built Construction","(530) 378-0803","jeterbuilt@gmail.com","http://jeterbuilt.com","6172 Meister Way","Anderson, CA 96007"
"Mackey Builders Inc","(510) 533-3456","lynnp@pfcinformation.com","http://mackeybuildersinc.com","",""
"BMF Construction Inc","(415) 699-9124","bmfca@att.net","","723 Camino Plz # 313","San Bruno, CA 94066"
"E R Roofing","(707) 324-5536","","","","Santa Rosa, CA 95401"
"PLJ Construction","(209) 752-8162","pljconstructionco@gmail.com","","686 Golden Gate Dr","Sonora, CA 95370"
"Fray Construction Inc","(209) 743-1579","","http://www.frayconstruction.com","325 Leighton St","Sonora, CA 95370"
"First American Builders","(916) 812-0163","","","4931 Buena Vista Ave","Fair Oaks, CA 95628"
"Rosconn Construction Co","(650) 726-0623","","http://rosconnconstruction.com","766 La Grannota Blvd","Half Moon Bay, CA 94019"
"Rainwater Construction INC","(530) 259-6023","frainwater@citlink.net","","308 Racoon Trl","Chester, CA 96020"
"Grove Construction","(650) 464-6099","martingrovejr@comcast.net","http://www.martindeangrove.com","726 Elm St","Redwood City, CA 94063"
"URM Contracting, Inc.","(310) 850-2472","","http://www.urmcontracting.com","800 S Pacific Coast Hwy Ste 8-293","Redondo Beach, CA 90277"
"M & M Construction Svc","(714) 348-3614","","","727 W Valencia Mesa Dr","Fullerton, CA 92835"
"Hanes Construction, Inc.","(707) 337-5399","dhanes707@gmail.com","http://hanes-construction.com","1133 Petra Dr","Napa, CA 94558"
"Messineo Masonry","(818) 767-1318","","http://www.messineomasonry.com","11045 Art St","Sun Valley, CA 91352"
"Mill Construction","(916) 783-5479","","","","Roseville, CA 95661"
"Van Ness Construction","(209) 274-4649","","http://jmroofingca.com","Po Box 4345","Ione, CA 95640"
"Majestic Builders","(916) 858-1993","","http://www.majesticbuilders-ca.com","11723 Hollenbeck Way","Rancho Cordova, CA 95670"
"So Cal Exteriors","(714) 879-2634","","http://cslb.ca.gov","","Fullerton, CA 92831"
"Janikowski Construction Co","(760) 723-0195","kjanikowski@roadrunner.com","","","Fallbrook, CA 92028"
"Creative Coating Systems","(714) 936-9144","Creative_Coating@Yahoo.com","http://creativecoatingsystemsinc.com","25220 Senator Ave Ste 4","Harbor City, CA 90710"
"Buck Remodeling","(909) 862-2617","sweetdaddy50@hotmail.com","","29367 Lochinvar Rd","Highland, CA 92346"
"Bokulich Construction","(831) 426-2950","","http://www.contractormike.com","223 Fairmount Ave","Santa Cruz, CA 95062"
"business_name","telephone","email","website","Address","State-Zip"
"R Papike Construction","(559) 683-0478","","http://www.rpapikeconstruction.com","","Ahwahnee, CA 93601"
"J H Patio Covers","(805) 529-7601","","","","Moorpark, CA 93020"
"Bonny Weil General Contractor","(925) 229-3400","Bonny@bw-build.com","http://www.bw-build.com","","Martinez, CA 94553"
"Stodoni construction","(650) 430-5020","","http://stodoni.com","769 25th Ave","San Francisco, CA 94121"
"Aquabuff Inc","(209) 957-7034","","","10112 Creek Trail Cir","Stockton, CA 95209"
"Pfannenstiel Tom & Kristine","(805) 684-7127","","","4934 Dorrance Way","Carpinteria, CA 93013"
"Hostetler Construction","(818) 366-7093","","","16535 Septo St","North Hills, CA 91343"
"Coleman Construction","(323) 295-5484","scoleman@colemancon.com","http://box586.bluehost.com/suspended.page/disabled.cgi/www.colemancon.com","1973 W 48th St","Los Angeles, CA 90062"
"Patriot Contracting Inc","(310) 436-1740","","http://patriotcontracting.us","19031 S Hamilton Ave","Gardena, CA 90248"
"Hernandez Roofing Services","(510) 827-8957","cris1749@gmail.com","http://www.hrcroofing.net","","San Leandro, CA 94578"
"Clearview Construction","(559) 225-7940","joe887@sbcglobal.net","http://www.clearviewconstruction.com","887 E Swift Ave","Fresno, CA 93704"
"Premier Patio & Awning","(559) 323-0209","","http://www.premierpatio.com","2982 E Pryor Dr","Fresno, CA 93720"
"E M Constr of Los Gatos","(408) 978-8500","emgmdesign@comcast.net","","20415 Via Santa Teresa","San Jose, CA 95120"
"B Gordon Builders Inc","(925) 952-9580","","http://bgordonbuilders.com","37 Quail Ct","Walnut Creek, CA 94596"
"Town & Country Patios","(909) 227-1344","tcpatios@yahoo.com","http://tcpatios.com","4309 Dawn Ave","La Verne, CA 91750"
"Eagleton Construction","(408) 446-5604","","http://www.eagletonconstruction.com","10561 Carver Dr","Cupertino, CA 95014"
"complete construction llc.com","(510) 427-4722","","http://completeconstructionllc.com","20258 anita ave","Castro Valley, CA 94546"
"Roberts Painting","(415) 826-2548","","http://robertspaintingltd.com","3975 22nd St","San Francisco, CA 94114"
"Make Your Own Patio","(562) 261-5665","","","","Downey, CA 90240"
"Tim Bubniak Construction","(925) 325-9456","dockdocktor@yahoo.com","http://www.winndecking.com","2255 Cypress Pt","Discovery Bay, CA 94505"
"Cary C Hover Construction Inc","(408) 569-9293","cary@cchconstruction.com","http://www.cchconstruction.com","5768 Pontiac Dr","San Jose, CA 95123"
"Frost Construction","(714) 731-3804","frostconstruct@gmail.com","","12313 Cinnabar Rd","Santa Ana, CA 92705"
"Fixit Construction, Inc.","(510) 638-1421","craigfixit@gmail.com","http://www.fixitconstructioninc.com","184 Bowling Green St","San Leandro, CA 94577"
"Titus Construction","(415) 410-4411","TitusCo415@aol.com","","18th De Haro St","San Francisco, CA 94107"
"Devengenzo Co","(925) 930-7186","devengenzocompany@gmail.com","http://www.devengenzo.com","1077 Walnut Ave","Walnut Creek, CA 94598"
"DH Construction","(831) 297-3460","","http://builtbydhconstruction.com","899 San Benito St","Hollister, CA 95023"
"Ortega Jose Jesus","(626) 913-9265","jose@ortegaconstruction.net","http://www.ortegaconstruction.net","17419 Villa Corta St","La Puente, CA 91744"
"Eye Level Construction","(831) 539-1060","","http://www.eyelevelconstruction.com","160 San Benito St","Watsonville, CA 95076"
"Southwest Construction","(650) 877-0717","","http://www.southwestcpm.com","1213 San Mateo Ave","San Bruno, CA 94066"
"Roofing Concepts Inc","(805) 963-5095","","http://www.roofingleaders.com","101 W Canon Perdido St","Santa Barbara, CA 93101"
"business_name","telephone","email","website","Address","State-Zip"
"Cell Crete Corp","(510) 471-7257","P.Timothy@cleanairproducts.com","http://www.cell-crete.com","995 Zephyr Ave","Hayward, CA 94544"
"Branagh Inc","(510) 638-6455","branagh@branaghinc.com","","750 Kevin Ct","Oakland, CA 94621"
"Douglas Vance Construction","(760) 247-5700","drv17357@yahoo.com","http://www.yourlocalbusinessreviews.com/Apple-Valley-CA/Douglas-Vance-Construction-424400.html","22533 Powhatan Rd","Apple Valley, CA 92308"
"Colonial Roofing","(818) 503-2705","","http://www.colonialroofinginc.com","",""
"Amerimax Building Products","(530) 669-7862","","http://amerimaxbp.com","1660 Tide Ct","Woodland, CA 95776"
"Zcon Builders","(510) 444-4190","dtucker@zconbuilders.com","http://sogeti.com","780 W Grand Ave","Oakland, CA 94612"
"Kiva Construction","(510) 232-5482","steve.rhodes59@yahoo.com","http://kivaconstruction.biz","2519 Tulare Ave","El Cerrito, CA 94530"
"Schultz Construction","(831) 423-3140","","http://www.schultzbuildz.com","815 Almar Ave Ste 17","Santa Cruz, CA 95060"
"""Welcome Home"" Fencing & Gates","(760) 440-9279","welcomehomeconstructionusa@yahoo.com","","",""
"Bay Area Sunrooms","(650) 341-6201","","http://bas.fourseasonssunrooms.com","17 41st Ave","San Mateo, CA 94403"
"Hdr Remodeling","(925) 254-0230","","","","Orinda, CA 94563"
"Caldera Construction","(209) 533-2188","rcaldera@mlode.com","http://www.rcaldera.com","19278 South Ct","Sonora, CA 95370"
"Calif Construction & Roofing","(951) 352-2639","office@hullandsons.com","http://www.aaaroofingbygene.com","2651 Avalon St","Jurupa Valley, CA 92509"
"Electric Cloud","(408) 419-4300","","","676 W Maude Ave","Sunnyvale, CA 94085"
"Magee Construction","(626) 799-3040","customerservice@mageeconstruction.com","http://www.mageeconstruction.net","519 Prospect Ave","South Pasadena, CA 91030"
"Jay Laudenslager Landscape Design & Construction","(925) 686-5473","ijlaspiedrasca1@att.net","http://jscapedesign.net","4376 Green Valley Rd","Fairfield, CA 94534"
"Yakar","(909) 599-1612","","http://yakarinc.com","113 E Arrow Hwy","San Dimas, CA 91773"
"Bill's Custom Wood","(619) 208-2078","holmes.family.8925@gmail.com","","","Lakeside, CA 92040"
"Kasten Builders","(415) 897-4500","","","120 Landing Ct Ste F","Novato, CA 94945"
"Picketfences Com","(619) 656-3661","enrique@picket-fences.net","http://picketfences.com","2566 Catamaran Way","Chula Vista, CA 91914"
"Hensel & Castillo Fencing","(209) 614-1604","henselfencing@yahoo.com","http://www.fencemodesto.com","",""
"Riseling Kurt Construction","(925) 825-2802","krconstruction@att.net","","4950 Shadowfalls Dr","Martinez, CA 94553"
"BMC - Building Materials & Construction Solutions","(916) 383-1070","","http://www.buildwithbmc.com/bmc/store/4603?lat=35.8861371&long=-78.6455475&q=27615","6050 S Watt Ave","Sacramento, CA 95829"
"Gary Marsh Design","(415) 897-7623","gary@garymarshdesign.com","http://www.garymarshdesign.com","","Novato, CA 94945"
"Farrar Construction Inc","(707) 776-2650","","","628 Marshall Ave","Petaluma, CA 94952"
"Aspen Construction","(559) 658-5777","","","50118 Road 420","Coarsegold, CA 93614"
"Patterson Construction","(951) 780-9212","","","17086 Gamble Ave","Riverside, CA 92504"
"Newell Construction","(530) 284-6846","rob@newell-construction.com","http://www.newell-construction.com","688 Main St","Greenville, CA 95947"
"Andersen Construction","(562) 531-9336","Helene@andersenbuilds.com","http://www.andersenbuilds.com","17455 Lakewood Blvd","Bellflower, CA 90706"
"M C Construction","(209) 465-4904","","","","Stockton, CA 95205"
"business_name","telephone","email","website","Address","State-Zip"
"RJC Builders Inc","(213) 388-9327","","http://www.rjcbuilders.com","3509 W 6th St","Los Angeles, CA 90020"
"Fred's Wood Fencing","(818) 882-6780","fredswoodfencing@aol.com","","",""
"A Better Build","(916) 230-5269","sgatter@live.com","","",""
"Tip Top Builders Inc","(818) 765-7335","","http://www.tiptopremodeling.com","7256 Bellaire Ave","North Hollywood, CA 91605"
"D & H Construction Inc","(510) 237-7883","info@dh-construction.com","http://www.dh-construction.com","2107 Kearney St","El Cerrito, CA 94530"
"General Contractors Ventura","(805) 980-3008","","","674 E Santa Clara St","Ventura, CA 93001"
"CA Bathroom Remodeling Contractor Ventura","(805) 539-0206","","","5951 Telegraph Rd","Ventura, CA 93003"
"Ventura Home Addition Contractors - Room Addition","(805) 539-0207","dublinjennifer@yahoo.com","","6301 Moon Dr","Ventura, CA 93003"
"CA Home Contractors Ventura - General Contractors","(805) 980-6097","derickdavis37@yahoo.com","","38 N California St","Ventura, CA 93001"
"Home Remodeling Ventura - Bathroom & Kitchen Remodeling","(805) 980-6098","","","839 E Main St","Ventura, CA 93001"
"Moorpark Licensed Contractors","(805) 539-0208","jasonlevis71@yahoo.com","","140 W Los Angeles Ave","Moorpark, CA 93021"
"UAC Contractors Moorpark - Room Additions","(805) 539-0251","","","500 New Los Angeles Ave","Moorpark, CA 93021"
"CA Home Contractors Moorpark - General Contractors","(805) 539-0257","redwood.josh@yahoo.com","","532 New Los Angeles Ave","Moorpark, CA 93021"
"Home Remodeling Moorpark - Bathroom & Kitchen Remodeling","(805) 539-0258","redwood.josh@yahoo.com","","4208 Tierra Rejada Rd","Moorpark, CA 93021"
"Encino Licensed Contractors","(818) 338-5035","noahlyons51@yahoo.com","","16931 Ventura Blvd","Encino, CA 91316"
"Addition Contractors Encino - Home & Room Additions","(818) 338-5042","floydariana@yahoo.com","","16061 Ventura Blvd","Encino, CA 91436"
"Block Island Remodeling Inc","(858) 201-6273","blockisland7@cox.net","http://www.blockislanddecks.com","13001 Treecrest St","Poway, CA 92064"
"Mark S White Construction Lic# 888718","(707) 621-0164","MarkSWhiteConstruction@yahoo.com","","5376 Agnes Ln","Ukiah, CA 95482"
"Mabry Construction","(707) 258-9663","probillt@sbcglobal.net","http://www.mabryconstructioninc.com","",""
"A-1 Construction","(951) 658-3391","rperyea@aol.com","","207 N Yale St","Hemet, CA 92544"
"B&C Waterproofing Services","(949) 235-6616","bncservices@hotmail.com","","1363 W Valencia Dr","Fullerton, CA 92833"
"Hull Brothers Roofing Co.","(310) 553-1999","info@hullbrothersroofing.com","http://www.hullbrothersroofing.com","9034 Lindblade St","Culver City, CA 90232"
"Bell Construction & Electric","(530) 306-2304","bellconstruction@live.com","http://bell-cal.com","","Orangevale, CA 95662"
"John Rosa Construction","(916) 849-0482","jrosa66@hotmail.com","","",""
"Home Front Fence","(707) 585-2060","info@homefrontfence.net","http://www.homefrontfence.net","","Rohnert Park, CA 94927"
"Marvin Wiles Construction","(530) 387-7311","","","","Shingle Springs, CA 95682"
"Bmc","(661) 702-0300","","http://www.buildwithbmc.com/bmc","27947 Smyth Dr","Valencia, CA 91355"
"Vinyl Craft","(805) 642-3249","","","1606 Los Angeles Ave","Ventura, CA 93004"
"Frazier Construction","(916) 601-7994","fraz.const99@gmail.com","http://www.frazierconstruction.org","7520 Oak Grove Ave","Citrus Heights, CA 95610"
"South Coast Patio Inc","(951) 277-0956","","","420 N Mckinley St","Corona, CA 92879"
"business_name","telephone","email","website","Address","State-Zip"
"Design Build Associates Inc","(818) 889-0402","info@dbuild.com","http://www.dbuild.com","5655 Lindero Canyon Rd Ste 321","Westlake Village, CA 91362"
"American Deck Systems","(949) 380-1393","","","",""
"L E Construction","(805) 921-0405","Luis@LEConstruction.net","http://www.homerestoration247.com","658 Richard Rd","Santa Paula, CA 93060"
"Visioneering Inc","(760) 438-5533","","http://www.visioneeringcorp.com","2768 Loker Ave W Ste 101","Carlsbad, CA 92010"
"Behan Builders","(415) 218-9270","mickeypat@sbcglobal.net","","16 Putnam St","San Francisco, CA 94110"
"Gona Builders Inc","(650) 513-1332","","https://www.gonabuilders.com","510 Corbitt Dr","Burlingame, CA 94010"
"Woodstone Construction","(661) 803-7698","","http://woodstoneconstruction.biz","2332 Oakcrest Ave","Palmdale, CA 93550"
"Wisk Construction","(619) 992-6975","","","3201 Grand Ave","San Marcos, CA 92078"
"Greg Brock Construction","(916) 293-5635","gregbrockconstruction@gmail.com","http://sacramentodeckinstaller.com","6905 Mitchell Ct","Citrus Heights, CA 95610"
"Southbay Concrete Coating","(619) 578-8929","contact@southbayconcretecoatings.com","http://www.southbayconcretecoatings.com","",""
"Nel's Home Repair Inc.","(530) 409-6357","","","PO Box 106","Shingle Springs, CA 95682"
"Alcala Co","(858) 550-2011","","http://www.alcala.com","10788 Roselle St","San Diego, CA 92121"
"Outback Patio & Sunrooms Inc.","(714) 744-6800","socalcontractors1@yahoo.com","http://socalcontractorsandremodeling.com","973 N Main St","Orange, CA 92867"
"Azevedo Concrete & General Building","(888) 500-6444","azevconcre@aol.com","","","Petaluma, CA 94952"
"Farley Construction Co.","(866) 643-6194","dlfarley3@yahoo.com","http://www.farleyconstructionco.com","22195 Blacktail Pl","Cottonwood, CA 96022"
"Howard Construction","(510) 531-2510","info@howardconstruction.com","http://www.howardconstruction.com","3761 Park Boulevard Way Apt 511","Oakland, CA 94610"
"Halsell Builders","(805) 687-7774","","http://www.halsellbuilders.com","3916 State St","Santa Barbara, CA 93105"
"Monster Grip","(949) 492-4238","","","33754 Robles Dr","Dana Point, CA 92629"
"Corner Construction","(310) 280-9600","","","8800 Venice Blvd Ste 315","Los Angeles, CA 90034"
"ROSCONN Construction","(650) 227-9638","info@rosconnconstruction.com","http://www.rosconnconstruction.com","PO Box 1205","El Granada, CA 94018"
"Costa Bella Builders","(831) 462-0580","","http://www.costabellabuilders.com","1850 41st Ave Ste 202","Capitola, CA 95010"
"La Rocque Better Roofs","(714) 536-1942","guy@larocquebetterroofs.com","http://www.larocquebetterroofs.com","21254 Prado Cir","Huntington Beach, CA 92648"
"Maclean Construction","(530) 758-3447","gmacleanco@aol.com","","2215 Fortuna Ct","Davis, CA 95616"
"Dunton Construction","(831) 688-9669","jeff@duntonconstruction.com","http://duntonconstruction.com","6556 Freedom Blvd","Aptos, CA 95003"
"A Deck Pro","(760) 298-4100","mike@44restore.com","http://www.44restore.com","6903 Quail Pl","Carlsbad, CA 92009"
"Premier Property Maintenance","(916) 290-9303","premier.cr@gmail.com","","3809 Sunnyvale Ave","Sacramento, CA 95821"
"Bmc","(213) 749-1007","linda_maggi@bmc.com","http://www.buildwithbmc.com/bmc","750 E 14th St","Los Angeles, CA 90021"
"Dek-Tek","(530) 383-2760","","","",""
"Deck Doctor Restoration","(619) 444-0041","rainguttercleaners@hotmail.com","http://deckcleaningsandiego.com","1142 Avocado Ave","El Cajon, CA 92020"
"R & C General Construction Inc","(559) 687-1612","","http://www.rccustombuilder.com","13136 Avenue 232","Tulare, CA 93274"
"business_name","telephone","email","website","Address","State-Zip"
"Schwab Construction Inc","(805) 683-3532","tonys@schwab-construction.com","http://www.schwab-construction.com","25 Celine Dr","Santa Barbara, CA 93105"
"Dabillders Construction","(209) 744-8538","dabillders@gmail.com","","964 Trafalgar Cir","Galt, CA 95632"
"Pete Fowler Construction","(949) 240-9971","pf@petefowler.com","http://www.petefowler.com","905 Calle Amanecer Ste 250","San Clemente, CA 92673"
"Craig Schlick Construction","(707) 479-9334","","http://www.santarosaremodelingcontractor.com","2238 Pimlico Way","Santa Rosa, CA 95401"
"Amundson Construction","(805) 934-2595","amundsonconstruction@gmail.com","http://www.amundsonconstructionllc.com","","Santa Maria, CA 93455"
"Shepard Enterprises","(805) 238-0320","jvs@jamesvshepard.com","http://jamesvshepardcompany.com","1900 Spring St","Paso Robles, CA 93446"
"M J S Construction and Restoration","(707) 291-8034","mjca2318@sonic.net","http://www.mjsbuilt.com/gallery.html","2318 Gads Hill St","Santa Rosa, CA 95401"
"R D Wegner Construction","(619) 708-8363","rd.wegner@yahoo.com","http://www.rdwegnerconstruction.com","15468 Olde Highway 80","El Cajon, CA 92021"
"3-D Construction","(530) 906-9437","dan_richardson@live.com","http://3-dconstructionauburnca.com","11131 Dry Creek Rd","Auburn, CA 95602"
"KS Construction and Design Inc.","(818) 700-0228","","http://voorheesdesign.net","9019 Oso Ave","Chatsworth, CA 91311"
"Discovery Builders Inc.","(925) 682-6458","sales@discoveryhomes.com","http://www.discoveryhomes.com","4061 Port Chicago Hwy Ste H","Concord, CA 94520"
"Uni-Deck","(818) 241-1212","","http://www.uni-deck.com","","Glendale, CA 91201"
"Kings Custom Covers","(916) 525-0701","","","","Galt, CA 95632"
"Mc Ginnis's Remodeling","(909) 981-7034","matt@mcginnissremodelinginc.com","http://www.mcginnissremodelinginc.com","1235 W 9th St","Upland, CA 91786"
"Baggett Construction Services","(831) 663-0739","info@baggettconstruction.com","http://baggettconstruction.com","17874 Moro Rd","Salinas, CA 93907"
"Castle & Gray","(310) 457-1665","castleandgray@aol.com","http://castleandgray.com","6267 Ebbtide Way","Malibu, CA 90265"
"ramses construction, inc.","(408) 661-9323","leoneldiaz470@yahoo.com","http://www.ramsesconstruction.com","3245 Winchester Blvd","Campbell, CA 95008"
"Monahan Pacific Corp","(415) 456-0600","cferrari@pcweb.net","http://www.monahanpacific.com","1101 5th Ave Ste 300","San Rafael, CA 94901"
"SEAN'S HANDYMAN SERVICE","(805) 450-6792","","","1514 Veronica Pl","Santa Barbara, CA 93105"
"MCGIBBON CONSTRUCTION","(415) 571-0541","desmondmcgibbon@yahoo.com","","",""
"TMK Builders","(415) 686-1178","Tom@tmkbuilders.com","http://tmkbuilders.com","1624 Eastside way","Petaluma, CA 94954"
"West Coast Shower Pans","(888) 696-1972","eequations@hotmail.com","http://www.westcoastshowerpans.com","1201 E Ball Rd STE T","Anaheim, CA 92805"
"Pucci's Home Improvement","(510) 255-6465","","","713 Pacific Ave","Alameda, CA 94501"
"Berks Patio","(310) 263-1333","","","12661 Crenshaw Blvd","Hawthorne, CA 90250"
"All Weather Roofing","(408) 278-1100","customerservice@allweatherroofingsj.com","http://www.allweatherroofingsj.com","571 Bird Ave","San Jose, CA 95125"
"Top Crew Construction","(949) 637-7222","","http://www.missionviejogeneralcontractor.com","21012 Lacebark Ln","Mission Viejo, CA 92691"
"Engles Construction","(916) 722-0447","Jengles@englesconstruction.com","http://englesconstruction.com","501 Pinerose Ct","Roseville, CA 95747"
"Boomerang Masonry and Landscaping","(650) 921-6554","boomerangmasonry@yahoo.com","http://www.boomeranglandscape.com","708 Niantic Dr","San Mateo, CA 94404"
"Garfias Construction","(650) 735-5329","grgarfias@yahoo.com","http://garfiasconstruction.com","232 Avalon Dr","Pacifica, CA 94044"
"Chris Robinson Construction","(916) 989-7317","robinsonconstructi@att.net","","8617 Reetey Ave","Orangevale, CA 95662"
"business_name","telephone","email","website","Address","State-Zip"
"Dixie Remodeling, Inc.","(818) 401-1098","","","19201 Sylvan St","Tarzana, CA 91335"
"M B Contracting","(650) 245-3380","mbeckwith@gmail.com","http://mb-contracting.com","1242 Millbrae Ave","Millbrae, CA 94030"
"California Decks","(310) 828-7928","info@california-decks.com","http://www.california-decks.com","","Santa Monica, CA 90403"
"Shea Homes","(805) 343-7300","us@www.sheahomes.com","http://www.sheahomes.com","1640 Trilogy Pkwy","Nipomo, CA 93444"
"ATKINS-SALAZAR CONSTRUCTION","(707) 834-2289","atkins.salazar@gmail.com","","1093 10th St","Arcata, CA 95521"
"Building Concepts Construction","(916) 247-0323","","http://buildingconceptsconst.com","1748 Park Oak Dr","Roseville, CA 95661"
"Allwest Construction","(707) 732-6011","stevehardister@yahoo.com","http://www.allwest.us","304 Meadowlark Ln","Sonoma, CA 95476"
"Castle Construction Services","(888) 390-1944","","","12892 Castle Court Dr","Lakeside, CA 92040"
"Kulak's Woodshed","(818) 766-9913","paulkulak@earthlink.net","http://www.kulakswoodshed.com","5230 Laurel Canyon Blvd","Valley Village, CA 91607"
"Your Deck Builder","(323) 963-3257","info@yourdeckbuilder.com","https://www.yourdeckbuilder.com","1220 N Catalina St","Burbank, CA 91505"
"Loyalty Construction","(818) 708-2046","info@loyalty-construction.com","http://www.loyalty-construction.com","5319 Lindley Ave","Tarzana, CA 91356"
"Northrup Building","(650) 637-8464","ralph@northrupbuilding.com","http://www.northrupbuilding.com","2410 Cipriani Blvd","Belmont, CA 94002"
"Under Construction Co.","(831) 375-1465","","http://www.underconstructionmonterey.com","287 Laureles Grade","Salinas, CA 93908"
"Camey Construction Inc","(916) 673-9607","tcamey@comcast.net","","9357 Greenback Ln","Orangevale, CA 95662"
"A C Framing Contractors Inc","(951) 830-5596","a.c.framing@hotmail.com","http://www.acframing-generalcontractors.com","",""
"Mox Construction","(310) 306-7500","mox@moxconstruction.com","http://moxconstruction.com","737 Superba Ave","Venice, CA 90291"
"Cen-Con","(831) 459-9270","","http://www.cen-con.com","216 Mira Vista Dr","Santa Cruz, CA 95060"
"Home Roofing Of Santa Barbara","(805) 692-9992","dnkb@cox.net","","5090 Santa Susana Ave","Santa Barbara, CA 93111"
"K Hovnanian Homes","(661) 728-9400","","http://khov.com","8702 W Dale Dr","Lancaster, CA 93536"
"Muellers Painting & Improvements","(408) 674-3993","","","536 Primrose Ln","Paradise, CA 95969"
"Unlimited Decking Inc","(619) 741-8630","","","9170 Harness St","Spring Valley, CA 91977"
"Bn Builders","(650) 227-1957","sean.truesdale@bnbuilders.com","http://www.bnbuilders.com","201 Redwood Shores Pkwy Ste 125","Redwood City, CA 94065"
"K Hovnanian Homes","(916) 985-3895","","http://www.khov.com","12367 El Portal Way","Rancho Cordova, CA 95742"
"Nazak Construction","(831) 786-9058","bedrynow@aol.com","","720 Olson Rd","Soquel, CA 95073"
"Kenney Construction","(925) 372-7758","KenneyConstruction@sbcglobal.net","","",""
"Cox Bros Construction","(650) 328-6404","","http://www.coxbrosconstruction.com","378 Cambridge Ave Ste F","Palo Alto, CA 94306"
"Twin Construction Co","(714) 895-1305","","http://www.twinconstruction.com","5722 Research Dr Ste A","Huntington Beach, CA 92649"
"Jacobs Construction","(559) 592-9693","djharrell@jacobsconst.com","http://www.jacobsconst.com","",""
"Action Home Remodeling & Rpr","(323) 777-7400","","http://www.action-home-remodeling.com","1000 W Century Blvd # 306","Los Angeles, CA 90044"
